sentence1,sentence2,score
岁暮时不为什么也要在一起喝酒论道。,绿樽岁晚与君同,0.0
岁暮时不为什么也要在一起喝酒论道。,樽酒无因同岁晚,1.0
让来使给他捎去。,忍将离思为君留,0.0
让来使给他捎去。,留作相思日后看,0.0
让来使给他捎去。,为君留下相思枕,1.0
让来使给他捎去。,为因留枕寄相思,0.0
树叶凋零了，窗边还有阳光照着。,树残微有叶,0.0
树叶凋零了，窗边还有阳光照着。,高树延残日,0.0
树叶凋零了，窗边还有阳光照着。,树凋窗有日,1.0
树叶凋零了，窗边还有阳光照着。,树彫窗漏月,0.0
告急的文书快如闪电。,疾书如电驰,0.0
告急的文书快如闪电。,舂音惊电闪,0.0
告急的文书快如闪电。,羽箭凌飞电,0.0
告急的文书快如闪电。,羽书速惊电,1.0
从草堂可以俯瞰郊野青葱的景色。,眼前菽麦俯青郊,0.0
从草堂可以俯瞰郊野青葱的景色。,却来江槛俯青郊,0.0
从草堂可以俯瞰郊野青葱的景色。,缘江路隔水还连,0.0
从草堂可以俯瞰郊野青葱的景色。,缘江路熟俯青郊,1.0
高高的松枝上有白鹤在眠。,松高白鹤眠,1.0
高高的松枝上有白鹤在眠。,松高鹤唳云,0.0
高高的松枝上有白鹤在眠。,松长白鹤高,0.0
高高的松枝上有白鹤在眠。,松高巢水鹤,0.0
国家的安定要靠贤明的君主。,社稷基新命,0.0
国家的安定要靠贤明的君主。,还依社稷灵,0.0
国家的安定要靠贤明的君主。,社稷依明主,1.0
国家的安定要靠贤明的君主。,君王社稷主,0.0
象猩猩夜啼把南方蛮地月亮变得更明亮。,猩猩夜啼蛮月明,1.0
象猩猩夜啼把南方蛮地月亮变得更明亮。,夜峡啼𤠔哭月低,0.0
象猩猩夜啼把南方蛮地月亮变得更明亮。,夜半猩猩上树啼,0.0
象猩猩夜啼把南方蛮地月亮变得更明亮。,秋江初月猩猩语,0.0
雪花密密地斜洒落在歌台酒楼上，楼中喝酒的客人酒力发作正微醒着。,日暮楼高酒力微,0.0
雪花密密地斜洒落在歌台酒楼上，楼中喝酒的客人酒力发作正微醒着。,南楼酒力初微后,0.0
雪花密密地斜洒落在歌台酒楼上，楼中喝酒的客人酒力发作正微醒着。,风力尖纤酒力微,0.0
雪花密密地斜洒落在歌台酒楼上，楼中喝酒的客人酒力发作正微醒着。,密洒歌楼酒力微,1.0
晚风中的红叶萧萧落下。,红叶萧萧落,0.0
晚风中的红叶萧萧落下。,木叶晚萧萧,0.0
晚风中的红叶萧萧落下。,红叶晚萧萧,1.0
晚风中的红叶萧萧落下。,落叶下萧萧,0.0
腊月将尽时去哪里泛舟最好呢。,借问扁舟何处好,0.0
腊月将尽时去哪里泛舟最好呢。,扁舟何处山阴雪,0.0
腊月将尽时去哪里泛舟最好呢。,残腊泛舟何处好,1.0
腊月将尽时去哪里泛舟最好呢。,扁舟何处不销魂,0.0
只剩下断碑和残破的古庙留下遗迹。,懒寻残碣问遗踪,0.0
只剩下断碑和残破的古庙留下遗迹。,残碑斑驳辨遗踪,0.0
只剩下断碑和残破的古庙留下遗迹。,断碑残刹见遗踪,1.0
只剩下断碑和残破的古庙留下遗迹。,残碑剥落尚遗文,0.0
少年人应当有凌云壮志，谁会怜惜你困顿独处，唉声叹气呢？,少年何事负初心，桐尾烧焦难望琴。,0.0
少年人应当有凌云壮志，谁会怜惜你困顿独处，唉声叹气呢？,壮志凌云气食牛，少年何事苦淹留。,0.0
少年人应当有凌云壮志，谁会怜惜你困顿独处，唉声叹气呢？,少年心事当拿云，谁念幽寒坐呜呃。,1.0
少年人应当有凌云壮志，谁会怜惜你困顿独处，唉声叹气呢？,少年多事意易乱，诗律坎坎同寒螀。,0.0
归心迢迢，萦绕他乡夜半五更。,归梦五更霜,0.0
归心迢迢，萦绕他乡夜半五更。,归心折五更,1.0
归心迢迢，萦绕他乡夜半五更。,心正五更前,0.0
归心迢迢，萦绕他乡夜半五更。,心事五更中,0.0
初次学着新娘的拜堂礼。,新妇语小姑,0.0
初次学着新娘的拜堂礼。,大嫂唤小姑,0.0
初次学着新娘的拜堂礼。,小姑初沐罢,0.0
初次学着新娘的拜堂礼。,初学小姑拜,1.0
大丈夫即将手提丈八长矛奔赴陇西战场，您的箭术会像古代射手养由基射猿，使敌人惊慌。,丈八蛇矛出陇西，弯弧拂箭白猿啼。,1.0
大丈夫即将手提丈八长矛奔赴陇西战场，您的箭术会像古代射手养由基射猿，使敌人惊慌。,七尺大刀搏白虹，丈八蛇矛盘怒风。,0.0
大丈夫即将手提丈八长矛奔赴陇西战场，您的箭术会像古代射手养由基射猿，使敌人惊慌。,西出阳关万里行，弯弓走马自忘生。,0.0
大丈夫即将手提丈八长矛奔赴陇西战场，您的箭术会像古代射手养由基射猿，使敌人惊慌。,河西诸将气食牛，白羽雕弧锦臂韝。,0.0
晚景中看到那渡津的关楼。,晚景云低树,0.0
晚景中看到那渡津的关楼。,津楼晚气孤,0.0
晚景中看到那渡津的关楼。,晚色上楼迟,0.0
晚景中看到那渡津的关楼。,晚景低津楼,1.0
人们都说这泉水。,昔人云此水,0.0
人们都说这泉水。,昔人云此石,0.0
人们都说这泉水。,邦人云此日,0.0
人们都说这泉水。,古人云此水,1.0
不由发出会心的一笑，整个人就像是服下金丹似的有脱胎换骨的舒适畅快的感觉。,始是金丹换骨时,1.0
不由发出会心的一笑，整个人就像是服下金丹似的有脱胎换骨的舒适畅快的感觉。,金丹换骨又何年,0.0
不由发出会心的一笑，整个人就像是服下金丹似的有脱胎换骨的舒适畅快的感觉。,自说有丹能换骨,0.0
不由发出会心的一笑，整个人就像是服下金丹似的有脱胎换骨的舒适畅快的感觉。,便作金丹换骨人,0.0
五月的火山上空火云厚。,六月火云溶雪醅,0.0
五月的火山上空火云厚。,火山五月行人少,0.0
五月的火山上空火云厚。,火山五月火云厚,1.0
五月的火山上空火云厚。,肉山六月火云蒸,0.0
只有虚假的，不好的东西才需要一个好的包装。,金锤玉蓥千金地,0.0
只有虚假的，不好的东西才需要一个好的包装。,假金方用真金镀,1.0
只有虚假的，不好的东西才需要一个好的包装。,真金链出始为精,0.0
只有虚假的，不好的东西才需要一个好的包装。,若是真金不镀金,0.0
只有远望遥遥长安故园。,唯有乡园处,1.0
只有远望遥遥长安故园。,唯有故乡人,0.0
只有远望遥遥长安故园。,乡园何处是,0.0
只有远望遥遥长安故园。,独有乡园恋,0.0
我像东方朔一样，好像是天上的谪仙下凡。,世人不识东方朔,1.0
我像东方朔一样，好像是天上的谪仙下凡。,矮人不见东方朔,0.0
我像东方朔一样，好像是天上的谪仙下凡。,道人自是东方朔,0.0
我像东方朔一样，好像是天上的谪仙下凡。,世人不识无盐女,0.0
耕破了田地，发现了古碑，证实了这里就是秦国故地。,衰草平原有道碑,0.0
耕破了田地，发现了古碑，证实了这里就是秦国故地。,人耕古冢得残碑,0.0
耕破了田地，发现了古碑，证实了这里就是秦国故地。,原田耕破古碑存,1.0
耕破了田地，发现了古碑，证实了这里就是秦国故地。,田荒犹识象耕馀,0.0
上个月他去浮梁做茶叶的生意。,妾夫浮梁去买茶,0.0
上个月他去浮梁做茶叶的生意。,前月浮梁买茶去,1.0
上个月他去浮梁做茶叶的生意。,梦随残月过浮梁,0.0
上个月他去浮梁做茶叶的生意。,卖去浮名买醉歌,0.0
南使的统辖之地适宜牧养良马。,汉使收天马,0.0
南使的统辖之地适宜牧养良马。,金问天南使,0.0
南使的统辖之地适宜牧养良马。,天马来东道,0.0
南使的统辖之地适宜牧养良马。,南使宜天马,1.0
晚间瀑布飞流直下与晚霞流云相接的辽阔壮观景象，真是如诗如歌，自然如画。,晚来云一色，诗句自成图。,1.0
晚间瀑布飞流直下与晚霞流云相接的辽阔壮观景象，真是如诗如歌，自然如画。,晚来云色解，新月放眉头。,0.0
晚间瀑布飞流直下与晚霞流云相接的辽阔壮观景象，真是如诗如歌，自然如画。,撩侬诗兴动，得句自天成。,0.0
晚间瀑布飞流直下与晚霞流云相接的辽阔壮观景象，真是如诗如歌，自然如画。,诗成云气上，人语画图间。,0.0
希望可以与仙人琴高谈心。,高言无与晤,0.0
希望可以与仙人琴高谈心。,高风谁与言,0.0
希望可以与仙人琴高谈心。,琴书代晤言,0.0
希望可以与仙人琴高谈心。,冀与琴高言,1.0
我难道是因为文章而著名吗。,遂以文章著,0.0
我难道是因为文章而著名吗。,名为文章著,0.0
我难道是因为文章而著名吗。,世以文章著,0.0
我难道是因为文章而著名吗。,名岂文章著,1.0
如何历经四纪，身份贵为天子。,如何三让为天子,0.0
如何历经四纪，身份贵为天子。,如何四纪为天子,1.0
如何历经四纪，身份贵为天子。,萧王何事为天子,0.0
如何历经四纪，身份贵为天子。,谁知继桀为天子,0.0
想起了张良和韩信这两位决定楚汉命运的人物。,路入淮阴郡,0.0
想起了张良和韩信这两位决定楚汉命运的人物。,暮入淮阴市,1.0
想起了张良和韩信这两位决定楚汉命运的人物。,初入黄州市,0.0
想起了张良和韩信这两位决定楚汉命运的人物。,落日淮阴市,0.0
何须在意身后千年的虚名？,身后何须千载名,0.0
何须在意身后千年的虚名？,何用千秋身后名,0.0
何须在意身后千年的虚名？,千载功名死后看,0.0
何须在意身后千年的虚名？,何须身后千载名,1.0
渡口的杨柳柔条飘拂。,邮亭弱柳碧毵毵,0.0
渡口的杨柳柔条飘拂。,春堤杨柳绿毵毵,0.0
渡口的杨柳柔条飘拂。,江城杨柳绿毵毵,0.0
渡口的杨柳柔条飘拂。,津亭杨柳碧毵毵,1.0
弹琴僻静之处，清露沾衣。,衣露净琴张,1.0
弹琴僻静之处，清露沾衣。,细雨衣襟净,0.0
弹琴僻静之处，清露沾衣。,虚室净琴张,0.0
弹琴僻静之处，清露沾衣。,露浥琴心冷,0.0
看莲花出污泥却依然洁净。,闲看白莲花,0.0
看莲花出污泥却依然洁净。,看取莲花净,1.0
看莲花出污泥却依然洁净。,净土莲花后,0.0
看莲花出污泥却依然洁净。,不染莲花净,0.0
元巳清明假日将来又还未曾到来。,元巳清明假未开,1.0
元巳清明假日将来又还未曾到来。,未到清明巳寒食,0.0
元巳清明假日将来又还未曾到来。,元巳清明例未开,0.0
元巳清明假日将来又还未曾到来。,上元已过清明近,0.0
当年十五二十岁青春之时。,二十年前少小时,0.0
当年十五二十岁青春之时。,同年四百二十六,0.0
当年十五二十岁青春之时。,少年十五二十时,1.0
当年十五二十岁青春之时。,三十年前二十时,0.0
主将之间互相猜疑。,将疑私乃慈,0.0
主将之间互相猜疑。,主乙疑无定,0.0
主将之间互相猜疑。,主将婴城急,0.0
主将之间互相猜疑。,主将动谗疑,1.0
摩诘得到了物象内在的精神。,象中系外得婆娑,0.0
摩诘得到了物象内在的精神。,安得画归摩诘句,0.0
摩诘得到了物象内在的精神。,摩诘是诗皆画品,0.0
摩诘得到了物象内在的精神。,摩诘得之以象外,1.0
一步步登上最高的法华寺，闲散时，我又率性疏放顽劣一番。,登临徐发兴，萧散偶忘形。,0.0
一步步登上最高的法华寺，闲散时，我又率性疏放顽劣一番。,萧寺最岑寂，寻幽兴独长。,0.0
一步步登上最高的法华寺，闲散时，我又率性疏放顽劣一番。,独上高峰顶，萧然景物稠。,0.0
一步步登上最高的法华寺，闲散时，我又率性疏放顽劣一番。,步登最高寺，萧散任疏顽。,1.0
海涛汹涌如雪山飞来。,江自雪山来,0.0
海涛汹涌如雪山飞来。,涛白雪山来,1.0
海涛汹涌如雪山飞来。,雪山半空来,0.0
海涛汹涌如雪山飞来。,潮白雪山高,0.0
登上山顶禁不住再次感叹。,临风叹息重叹息,0.0
登上山顶禁不住再次感叹。,重来此地一登临,0.0
登上山顶禁不住再次感叹。,一朝登临重叹息,1.0
登上山顶禁不住再次感叹。,九日登临独叹嗟,0.0
边塞地区苜蓿十分丰盛鲜美。,腥羹苜蓿盘,0.0
边塞地区苜蓿十分丰盛鲜美。,胡地苜蓿美,1.0
边塞地区苜蓿十分丰盛鲜美。,春回苜蓿地,0.0
边塞地区苜蓿十分丰盛鲜美。,苜蓿春正饶,0.0
我再也不愿听到这萧瑟的秋风。,秋声竟可闻,0.0
我再也不愿听到这萧瑟的秋风。,秋声不可歌,0.0
我再也不愿听到这萧瑟的秋风。,秋声不可听,0.0
我再也不愿听到这萧瑟的秋风。,秋声不可闻,1.0
案头蜡烛有心它还依依惜别。,蜡烛有心还惜别,1.0
案头蜡烛有心它还依依惜别。,蜡烛有心啼别夜,0.0
案头蜡烛有心它还依依惜别。,相见有期还惜别,0.0
案头蜡烛有心它还依依惜别。,红烛也随人惜别,0.0
芙蓉花在寒意渐深的秋霜季节里渐渐老去凋零，美人的团扇很久不用，已经落满了灰尘。,芙蓉老秋霜，团扇羞网尘。,1.0
芙蓉花在寒意渐深的秋霜季节里渐渐老去凋零，美人的团扇很久不用，已经落满了灰尘。,芙蓉照秋水，湘女集为裳。,0.0
芙蓉花在寒意渐深的秋霜季节里渐渐老去凋零，美人的团扇很久不用，已经落满了灰尘。,芙蓉落叶疏，鸳鸯怯波冷。,0.0
芙蓉花在寒意渐深的秋霜季节里渐渐老去凋零，美人的团扇很久不用，已经落满了灰尘。,芙蓉出秋水，盈盈好颜色。,0.0
当微风吹起时，层层翻动的芦花就像波浪一样，煞是好看。,枝枝摇浪花,1.0
当微风吹起时，层层翻动的芦花就像波浪一样，煞是好看。,枝枝摇绿水,0.0
当微风吹起时，层层翻动的芦花就像波浪一样，煞是好看。,花枝摇太极,0.0
当微风吹起时，层层翻动的芦花就像波浪一样，煞是好看。,细叶枝枝翠,0.0
桃花艳红李花洁白人都称赞。,桃红李白皆夸好,1.0
桃花艳红李花洁白人都称赞。,桃红李白年年好,0.0
桃花艳红李花洁白人都称赞。,桃红李白犹闲事,0.0
桃花艳红李花洁白人都称赞。,桃红李白要提携,0.0
满山是红叶，水呀，在急急地东流。,红叶青山水急流,1.0
满山是红叶，水呀，在急急地东流。,红树青山水急流,0.0
满山是红叶，水呀，在急急地东流。,红叶青山水流急,0.0
满山是红叶，水呀，在急急地东流。,秋风红叶青山下,0.0
刚下过一阵雨，旋即又阴云漠漠，似乎在酝酿着另一阵雨。,时时雨尚生,0.0
刚下过一阵雨，旋即又阴云漠漠，似乎在酝酿着另一阵雨。,雨在时时黑,1.0
刚下过一阵雨，旋即又阴云漠漠，似乎在酝酿着另一阵雨。,雨脚时时急,0.0
刚下过一阵雨，旋即又阴云漠漠，似乎在酝酿着另一阵雨。,山雨时时急,0.0
我也随潮流向他人投送拜贴，世人认为这样更简易，但不会认为这是空虚的礼节。,我亦随人投数纸，世情嫌简不嫌虚。,1.0
我也随潮流向他人投送拜贴，世人认为这样更简易，但不会认为这是空虚的礼节。,数有故人相劳苦，不嫌俗事且穷忙。,0.0
我也随潮流向他人投送拜贴，世人认为这样更简易，但不会认为这是空虚的礼节。,亦有故人岩石里，未嫌不奉子公书。,0.0
我也随潮流向他人投送拜贴，世人认为这样更简易，但不会认为这是空虚的礼节。,免教世路人相忌，逢着村醪亦不憎。,0.0
